20609.00 0 345
20626.00 0 341
20642.00 0 345
20659.00 0 338
20675.00 0 338
20692.00 0 331
20709.00 0 337
20725.00 0 347
20742.00 0 346
20759.00 0 349
20775.00 0 339
20792.00 0 340
20808.00 0 341
20826.00 0 337
20842.00 0 343
20858.00 0 342
20875.00 0 344
20892.00 0 345
20909.00 0 339
20925.00 0 341
20941.00 0 341
20959.00 0 342
20975.00 0 345
20992.00 0 345
21008.00 0 338
21025.00 0 341
21042.00 0 340
21058.00 0 340
21074.00 0 343
21092.00 0 342
21108.00 0 343
21125.00 0 324
21141.00 0 348
21158.00 0 339
21175.00 0 343
21191.00 0 344
21208.00 0 346
21225.00 0 335
21241.00 0 338
21258.00 0 339
21274.00 0 346
21292.00 0 344
21308.00 0 339
21324.00 0 339
21341.00 0 343
21358.00 0 340
21374.00 0 342
21391.00 0 342
21407.00 0 338
21425.00 0 340
21441.00 0 340
21457.00 0 336
21474.00 0 341
21491.00 0 340
21508.00 0 341
21524.00 0 344
21540.00 0 342
21558.00 0 349
21574.00 0 330
21591.00 0 344
21607.00 0 338
21624.00 0 345
21641.00 0 336
21657.00 0 347
21673.00 0 338
21691.00 0 342
21707.00 0 342
21724.00 0 345
21740.00 0 342
21757.00 0 341
21774.00 0 337
21790.00 0 342
21807.00 0 343
21824.00 0 342
21840.00 0 338
21857.00 0 339
21873.00 0 336
21891.00 0 338
21907.00 0 340
21923.00 0 343
21940.00 0 341
21957.00 0 337
21974.00 0 350
21990.00 0 338
22006.00 0 342
22024.00 0 339
22040.00 0 343
22056.00 0 340
22073.00 0 337
22090.00 0 336
22107.00 0 347
22123.00 0 340
22139.00 0 340
22157.00 0 336
22173.00 0 336
22190.00 0 333
22206.00 0 341
22223.00 0 348
22240.00 0 353
22256.00 0 341
22273.00 0 339
22290.00 0 338
22306.00 0 339
22323.00 0 339
22339.00 0 342
22356.00 0 335
22373.00 0 340
22389.00 0 352
22406.00 0 340
22423.00 0 344
22439.00 0 330
22456.00 0 341
22472.00 0 338
22490.00 0 337
22506.00 0 338
22522.00 0 343
22539.00 0 348
22556.00 0 347
22573.00 0 338
22589.00 0 336
22605.00 0 335
22623.00 0 341
22639.00 0 336
22656.00 0 339
22672.00 0 340
22689.00 0 337
22706.00 0 336
22722.00 0 337
22738.00 0 340
22756.00 0 340
22772.00 0 342
22789.00 0 338
22805.00 0 340
22822.00 0 339
22839.00 0 339
22855.00 0 337
22872.00 0 341
22889.00 0 341
22905.00 0 335
22922.00 0 337
22938.00 0 344
22956.00 0 327
22972.00 0 342
22988.00 0 337
23005.00 0 344
23022.00 0 336
23038.00 0 339
23055.00 0 337
23071.00 0 340
23089.00 0 346
23105.00 0 344
23121.00 0 340
23138.00 0 342
23155.00 0 343
23172.00 0 335
23188.00 0 340
23204.00 0 345
23222.00 0 344
23238.00 0 340
23255.00 0 331
23271.00 0 341
23288.00 0 332
23305.00 0 344
23321.00 0 346
23337.00 0 343
23355.00 0 337
23371.00 0 337
23388.00 0 342
23404.00 0 344
23421.00 0 343
23438.00 0 341
23454.00 0 342
23471.00 0 338
23488.00 0 341
23504.00 0 339
23521.00 0 342
23537.00 0 346
23555.00 0 345
23571.00 0 334
23587.00 0 344
23604.00 0 341
23621.00 0 343
23638.00 0 319
23654.00 0 359
23670.00 0 336
23688.00 0 322
23704.00 0 351
23720.00 0 369
23737.00 0 348
23754.00 0 344
23771.00 0 338
23787.00 0 342
23803.00 0 340
23821.00 0 345
23837.00 0 327
23854.00 0 347
23870.00 0 323
23887.00 300 380
23906.00 0 341
23922.00 0 305
23939.00 0 355
23956.00 0 341
23972.00 0 296
23989.00 0 327
24005.00 0 282
24023.00 0 335
24039.00 0 323
24055.00 0 315
24072.00 0 316
24089.00 300 355
24108.00 300 399
24126.00 0 343
24142.00 0 343
24160.00 0 354
24176.00 0 350
24193.00 0 344
24209.00 0 332
24226.00 0 334
24243.00 0 341
24259.00 0 342
24275.00 0 337
24293.00 0 335
24309.00 0 330
24326.00 0 343
24342.00 0 342
24359.00 0 342
24376.00 0 318
24392.00 300 381
24412.00 0 334
24428.00 0 293
24444.00 0 342
24461.00 0 346
24478.00 0 341
24495.00 0 328
24511.00 0 334
24527.00 0 340
24545.00 0 305
24561.00 0 317
24578.00 0 337
24594.00 0 337
24611.00 0 344
24628.00 0 345
24644.00 0 337
24660.00 0 339
24678.00 0 358
24694.00 0 333
24711.00 0 340
24727.00 0 336
24744.00 0 341
24761.00 0 347
24777.00 0 345
24794.00 0 340
24811.00 0 342
24827.00 0 348
24844.00 0 339
24860.00 0 345
24878.00 0 338
24894.00 0 343
24910.00 0 342
24927.00 0 337
24944.00 0 342
24961.00 0 344
24977.00 0 344
24993.00 0 344
25011.00 0 336
25027.00 0 455
25043.00 0 316
25060.00 0 337
25077.00 0 600
25094.00 0 61
